"PO Item buyer","PO Supplier","Supplier Name","PO Number","PO Line","Item Number","Received Qty","Standard Pack","Transport Days","Start Effective Date","PO Release ID","Active/Closed","Duplicate PO Line","Dual Supplier","Transport Days Check","Inactive_Release_Check","Schedule Release ID","Schedule release Date","Schedule Qty","schd_fc_qual","schd_interval","Schedule Cum Qty","schd__chr02","schd__dte02","schd_upd_qty"
"aspmar1","407418","REFIMA s. r. o.","55103431","1","4924108","360000.0000000000","67064","5.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","20251201-001","26/01/2026 00:00:00","60000.0000000000","P","w","420000.0000000000","","","60000.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","02/03/2026 00:00:00","560400.0000000000","P","w","1120800.0000000000","P","02/03/2026 00:00:00","560400.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","04/05/2026 00:00:00","129000.0000000000","P","W","1249800.0000000000","P","04/05/2026 00:00:00","129000.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","01/06/2026 00:00:00","96400.0000000000","P","W","1346200.0000000000","P","01/06/2026 00:00:00","96400.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","06/07/2026 00:00:00","151000.0000000000","P","M","1497200.0000000000","P","06/07/2026 00:00:00","151000.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","03/08/2026 00:00:00","126000.0000000000","P","M","1623200.0000000000","P","03/08/2026 00:00:00","126000.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","07/09/2026 00:00:00","148600.0000000000","P","M","1771800.0000000000","P","07/09/2026 00:00:00","148600.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","05/10/2026 00:00:00","79400.0000000000","P","M","1851200.0000000000","P","05/10/2026 00:00:00","79400.0000000000"
"adalovr","407418","REFIMA s. r. o.","55103431","2","2703678-N_M","560400.0000000000","200","5.0000000000","23/06/2023 00:00:00","20251209-001","Active","","","NOK","","20251209-001","02/11/2026 00:00:00","7600.0000000000","P","M","1858800.0000000000","P","02/11/2026 00:00:00","7600.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","23/03/2026 00:00:00","72.0000000000","P","W","1836.0000000000","P","23/03/2026 00:00:00","72.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","30/03/2026 00:00:00","5880.0000000000","P","w","7716.0000000000","P","30/03/2026 00:00:00","5880.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","04/05/2026 00:00:00","4116.0000000000","P","w","11832.0000000000","P","04/05/2026 00:00:00","4116.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","01/06/2026 00:00:00","4116.0000000000","P","w","15948.0000000000","P","01/06/2026 00:00:00","4116.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","06/07/2026 00:00:00","11320.0000000000","P","M","27268.0000000000","P","06/07/2026 00:00:00","11320.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","12/01/2026 00:00:00","1176.0000000000","P","w","1176.0000000000","","","1176.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","02/03/2026 00:00:00","588.0000000000","P","w","1764.0000000000","","","588.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","03/08/2026 00:00:00","27576.0000000000","P","M","54844.0000000000","P","03/08/2026 00:00:00","27576.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","07/09/2026 00:00:00","35104.0000000000","P","M","89948.0000000000","P","07/09/2026 00:00:00","35104.0000000000"
"avukova3","407418","REFIMA s. r. o.","55103431","3","5560284","0.0000000000","1","0.0000000000","07/08/2025 00:00:00","20251201-001","Active","","","NOK","","20251201-001","05/10/2026 00:00:00","53398.0000000000","P","M","143346.0000000000","P","05/10/2026 00:00:00","53398.0000000000"
"","407418","REFIMA s. r. o.","55103431","4","381357-N_M","0.0000000000","1","0.0000000000","01/12/2025 00:00:00","","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","1","2942742-48","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","2","2943095-48","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","3","2943142-2Q","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","4","2943142-48","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","5","2943142-63","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","6","2943142-G3","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","7","2943142-HL","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","8","3069971-2Q","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","9","3069971-D6A","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","10","3069971-HLA","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","11","3069971-Y5A","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","12","3069972-2Q","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","120.0000000000","P","W","120.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","13","3069972-D6A","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","14","3069972-HLA","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","15","3069972-Y5A","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","16","3094375-48","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","17","3381129-25","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","18","4055715-48","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","19","4055715-63","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","20","4055725-2Q","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","21","4055725-48","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","22","4055725-63","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","23","4055725-HL","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","24","4055729-2Q","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","25","4055729-48","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","26","4055729-63","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","27","4055729-G3","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","28","4055729-HL","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","29","4461248-2Q","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","120.0000000000","P","W","120.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","30","4461248-7U","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","120.0000000000","P","W","120.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","31","4461258-2Q","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","32","4461258-7U","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","33","4461259-2Q","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","120.0000000000","P","W","120.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","34","4461259-7U","0.0000000000","40","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","35","4933844-2Q","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","36","4933844-7U","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","37","5161916-2Q","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","38","5161916-48","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","39","5161916-63","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","40","5161916-HL","0.0000000000","1","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","100.0000000000","P","W","100.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","41","5164217-48","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","42","5164217-63","0.0000000000","30","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","43","5276591-2Q","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","44","5276591-48","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","45","5276591-63","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","46","5276591-G3","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","47","5276591-HL","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","48","5276592-48","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","49","5276592-63","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","50","5276592-HL","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","51","5276594-2Q","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","120.0000000000","P","W","120.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","314538","Snezka v.d.","55103432","52","5276594-7U","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","53","5276595-48","0.0000000000","60","0.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","54","5302104-48","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","55","5302105-48","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","56","5302201-2Q","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","57","5302201-48","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","58","5302201-63","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","59","5302201-G3","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","60","5302201-HL","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","61","5302203-2Q","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","62","5302203-48","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","63","5302203-63","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","64","5302203-G3","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","65","5302203-HL","0.0000000000","40","7.0000000000","19/08/2021 00:00:00","20251031-001","Active","","","NOK","","","","","","","","","",""
"aspmar1","314538","Snezka v.d.","55103432","66","5276592-2Q","0.0000000000","60","0.0000000000","03/11/2021 00:00:00","20251031-001","Active","","","NOK","","20251031-001","27/10/2025 00:00:00","120.0000000000","P","W","120.0000000000","","27/10/2025 00:00:00","0.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","08/12/2025 00:00:00","20480.0000000000","P","w","169950.0000000000","","","20480.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","12/01/2026 00:00:00","12800.0000000000","P","w","182750.0000000000","","","12800.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","23/02/2026 00:00:00","12800.0000000000","P","w","208350.0000000000","","","12800.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","16/03/2026 00:00:00","12800.0000000000","P","w","221150.0000000000","","","12800.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","02/02/2026 00:00:00","12800.0000000000","P","w","195550.0000000000","P","02/02/2026 00:00:00","12800.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","06/04/2026 00:00:00","12800.0000000000","P","w","233950.0000000000","P","06/04/2026 00:00:00","12800.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","01/06/2026 00:00:00","13527.0000000000","P","M","247477.0000000000","P","01/06/2026 00:00:00","13527.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","03/08/2026 00:00:00","13527.0000000000","P","M","261004.0000000000","P","03/08/2026 00:00:00","13527.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","1","2933878","149470.0000000000","13527","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","07/09/2026 00:00:00","13527.0000000000","P","M","274531.0000000000","P","07/09/2026 00:00:00","13527.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","02/02/2026 00:00:00","38400.0000000000","P","w","390951.0000000000","P","02/02/2026 00:00:00","38400.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","29/12/2025 00:00:00","25600.0000000000","P","w","352551.0000000000","P","","25600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","23/02/2026 00:00:00","25600.0000000000","P","w","416551.0000000000","P","","25600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","16/03/2026 00:00:00","25600.0000000000","P","w","442151.0000000000","P","","25600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","08/12/2025 00:00:00","12800.0000000000","P","w","326951.0000000000","P","","12800.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","06/04/2026 00:00:00","25600.0000000000","P","w","467751.0000000000","P","06/04/2026 00:00:00","25600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","03/08/2026 00:00:00","29284.0000000000","P","M","497035.0000000000","P","03/08/2026 00:00:00","29284.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","2","2933887","314151.0000000000","29284","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","07/09/2026 00:00:00","29284.0000000000","P","M","526319.0000000000","P","07/09/2026 00:00:00","29284.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","3","2933891","316174.0000000000","35169","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","","","","","","","","",""
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","08/12/2025 00:00:00","21760.0000000000","P","w","183690.0000000000","","","21760.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","12/01/2026 00:00:00","13600.0000000000","P","w","197290.0000000000","","","13600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","23/02/2026 00:00:00","16320.0000000000","P","w","227210.0000000000","","","16320.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","07/09/2026 00:00:00","15009.0000000000","P","M","284428.0000000000","P","07/09/2026 00:00:00","15009.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","16/03/2026 00:00:00","13600.0000000000","P","w","240810.0000000000","","","13600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","02/02/2026 00:00:00","13600.0000000000","P","w","210890.0000000000","P","02/02/2026 00:00:00","13600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","06/04/2026 00:00:00","13600.0000000000","P","w","254410.0000000000","P","06/04/2026 00:00:00","13600.0000000000"
"aspmar1","363586","SteelCo.Tech GmbH","55103433","4","3080524","161930.0000000000","15009","7.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","","","20251201-001","06/07/2026 00:00:00","15009.0000000000","P","M","269419.0000000000","P","06/07/2026 00:00:00","15009.0000000000"
"aspmar1","308915","Scherdel Marienberg GmbH","55103436","1","2494972","0.0000000000","30404","0.0000000000","19/08/2021 00:00:00","20231026-002","Closed","","","","Yes","","","","","","","","",""
"aspmar1","337797","Raymond A. Jablonec, s.r.o.","55103437","1","1737049","16000.0000000000","5213","5.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","20251201-001","04/05/2026 00:00:00","16000.0000000000","P","w","32000.0000000000","P","04/05/2026 00:00:00","16000.0000000000"
"aspmar1","337797","Raymond A. Jablonec, s.r.o.","55103437","1","1737049","16000.0000000000","5213","5.0000000000","19/08/2021 00:00:00","20251201-001","Active","","","NOK","","20251201-001","01/06/2026 00:00:00","16000.0000000000","P","w","48000.0000000000","P","01/06/2026 00:00:00","16000.0000000000"
"anikodd","337797","Raymond A. Jablonec, s.r.o.","55103437","2","534359","0.0000000000","1","0.0000000000","04/04/2024 00:00:00","","Closed","","","NOK","","","","","","","","","",""
